SchoolDigger.com School Ranking Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New York High School Rankings / School Year: 2018-2019 Test Grades:  9th, 10th, 11th, 12th, End-of-course, Tests: Regents Algebra I, Regents Chemistry, Regents Algebra II, Regents English, Regents Geometry, Regents Earth Science, Regents Global History and Geography, Regents Living Environment, Regents Physics, Regents U.S. History and Government, Schools: All",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Copyright 2022, SchoolDigger.com. Not for commercial use. Do not distribute.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rank (2018-19),School,School URL,District,District URL,Address,City,City URL,Zip,County,Phone,Low Grade,High Grade,Is Title I,Is Charter,Is Magnet,Is Virtual,Number Students,Number Full-time Teachers,Student/Teacher Ratio,Percent Free/Disc Lunch,Percent African American,Percent American Indian,Percent Asian,Percent Hispanic,Percent Pacific Islander,Percent Two or More Races,Percent White,Average Standard Score (2018-19),Average Standard Score (2017-18),Rank (2017-18),Rank Change from (2017-18),SchoolDigger Star Rating
43,Wheatley School,https://www.schooldigger.com/go/NY/schools/1005000781/school.aspx,East Williston Union Free School District,https://www.schooldigger.com/go/NY/district/10050/search.aspx,11 Bacon Rd,Old Westbury,https://www.schooldigger.com/go/NY/city/Old+Westbury/search.aspx,11568,Nassau County,(516) 333-7804,8,12,No,No,No,No,711,63.8,11.1,5.30%,1.30%,0.10%,27.30%,5.80%,0.00%,0.80%,64.70%,83.1,82,53,10,5
44,Success Academy Charter School-Harlem 1,https://www.schooldigger.com/go/NY/schools/0016905862/school.aspx,Success Academy Charter School-Harlem 1,https://www.schooldigger.com/go/NY/district/00169/search.aspx,34 W 118th St-2nd Fl,New York,https://www.schooldigger.com/go/NY/city/New+York/search.aspx,10026,New York County,(646) 277-7170,KG,12,Yes,Yes,No,No,1225,95.5,12.8,72.90%,67.30%,7.40%,0.90%,21.70%,0.40%,0.70%,1.50%,83,,,,5
45,Harborfields High School,https://www.schooldigger.com/go/NY/schools/1362001114/school.aspx,Harborfields Central School District,https://www.schooldigger.com/go/NY/district/13620/search.aspx,98 Taylor Ave,Greenlawn,https://www.schooldigger.com/go/NY/city/Greenlawn/search.aspx,11740,Suffolk County,(631) 754-5360,9,12,No,No,No,No,1061,72.8,14.5,14.30%,4.10%,0.30%,5.30%,9.90%,0.00%,2.90%,77.60%,83,82.5,46,1,5
46,Hastings High School,https://www.schooldigger.com/go/NY/schools/1395001131/school.aspx,Hastings-On-Hudson Union Free School District,https://www.schooldigger.com/go/NY/district/13950/search.aspx,1 Mt Hope Blvd,Hastings On Hudson,https://www.schooldigger.com/go/NY/city/Hastings+On+Hudson/search.aspx,10706,Westchester County,(914) 478-6250,9,12,No,No,No,No,505,43.5,11.6,6.50%,2.80%,0.00%,6.30%,11.70%,0.00%,5.30%,73.90%,83,80.9,67,21,5
47,Pawling High School,https://www.schooldigger.com/go/NY/schools/2253003173/school.aspx,Pawling Central School District,https://www.schooldigger.com/go/NY/district/22530/search.aspx,30 Wagner Rd,Pawling,https://www.schooldigger.com/go/NY/city/Pawling/search.aspx,12564,Dutchess County,(845) 855-4620,9,12,No,No,No,No,385,24.1,15.9,23.60%,1.00%,0.00%,2.30%,15.30%,0.00%,1.80%,79.50%,82.9,78.9,109,62,5
48,"Brooklyn Latin School, The",https://www.schooldigger.com/go/NY/schools/0011905929/school.aspx,New York City Geographic District #14,https://www.schooldigger.com/go/NY/district/00119/search.aspx,223 Graham Ave,Brooklyn,https://www.schooldigger.com/go/NY/city/Brooklyn/search.aspx,11206,Kings County,(718) 366-0154,9,12,No,No,No,No,699,34.6,20.2,60.10%,12.30%,1.30%,53.80%,11.70%,1.00%,6.60%,13.30%,82.7,85.2,17,-31,5
49,Plainview-Old Bethpage/Jfk High School,https://www.schooldigger.com/go/NY/schools/2322003256/school.aspx,Plainview-Old Bethpage Central School District,https://www.schooldigger.com/go/NY/district/23220/search.aspx,50 Kennedy Dr,Plainview,https://www.schooldigger.com/go/NY/city/Plainview/search.aspx,11803,Nassau County,(516) 434-3125,9,12,Yes,No,No,No,1535,134.4,11.4,10.40%,0.20%,0.00%,20.60%,5.10%,0.10%,0.50%,73.60%,82.4,80.1,81,32,5
50,Greenwich Junior-Senior High School,https://www.schooldigger.com/go/NY/schools/1290001058/school.aspx,Greenwich Central School District,https://www.schooldigger.com/go/NY/district/12900/search.aspx,10 Gray Ave,Greenwich,https://www.schooldigger.com/go/NY/city/Greenwich/search.aspx,12834,Washington County,(518) 692-9542,7,12,Yes,No,No,No,484,45.6,10.6,25.60%,0.40%,0.00%,1.20%,1.40%,0.20%,0.60%,96.10%,82.3,78.9,112,62,5
51,Eastchester Senior High School,https://www.schooldigger.com/go/NY/schools/1008000785/school.aspx,Eastchester Union Free School District,https://www.schooldigger.com/go/NY/district/10080/search.aspx,2 Stewart Pl,Eastchester,https://www.schooldigger.com/go/NY/city/Eastchester/search.aspx,10709,Westchester County,(914) 793-6130,9,12,Yes,No,No,No,981,71,13.8,1.10%,1.80%,0.20%,10.40%,11.70%,0.00%,2.70%,73.20%,82.2,82.6,45,-6,5
52,Shaker High School,https://www.schooldigger.com/go/NY/schools/2100002985/school.aspx,North Colonie Central School District,https://www.schooldigger.com/go/NY/district/21000/search.aspx,445 Watervliet-Shaker Rd,Latham,https://www.schooldigger.com/go/NY/city/Latham/search.aspx,12110,Albany County,(518) 785-5511,9,12,Yes,No,No,No,2024,149.1,13.5,23.90%,8.00%,0.20%,16.30%,5.50%,0.00%,2.60%,67.30%,82.1,81,63,11,5
53,Hamilton Junior-Senior High School,https://www.schooldigger.com/go/NY/schools/1338001102/school.aspx,Hamilton Central School District,https://www.schooldigger.com/go/NY/district/13380/search.aspx,47 W Kendrick Ave,Hamilton,https://www.schooldigger.com/go/NY/city/Hamilton/search.aspx,13346,Madison County,(315) 824-6320,6,12,Yes,No,No,No,297,20,14.8,27.30%,1.00%,0.00%,2.70%,2.00%,0.00%,0.30%,93.90%,82,72.6,260,207,5
54,Millennium Brooklyn High School,https://www.schooldigger.com/go/NY/schools/0009206292/school.aspx,New York City Geographic District #15,https://www.schooldigger.com/go/NY/district/00092/search.aspx,237 7th Ave,Brooklyn,https://www.schooldigger.com/go/NY/city/Brooklyn/search.aspx,11215,Kings County,(718) 832-4333,9,12,No,No,No,No,671,56.9,11.7,34.90%,16.70%,0.60%,12.50%,19.80%,0.30%,6.10%,44.00%,82,78.2,132,78,5
55,Manhattan / Hunter Science High School,https://www.schooldigger.com/go/NY/schools/0007805505/school.aspx,New York City Geographic District # 3,https://www.schooldigger.com/go/NY/district/00078/search.aspx,245 Greenwich St,New York,https://www.schooldigger.com/go/NY/city/New+York/search.aspx,10007,New York County,(212) 501-1235,9,12,No,No,No,No,441,26,16.9,59.00%,16.30%,0.50%,26.10%,30.60%,1.10%,4.50%,20.90%,82,81.5,58,3,5
56,Alexandria Central High School,https://www.schooldigger.com/go/NY/schools/0267004333/school.aspx,Alexandria Central School District,https://www.schooldigger.com/go/NY/district/02670/search.aspx,34 Bolton Ave,Alexandria Bay,https://www.schooldigger.com/go/NY/city/Alexandria+Bay/search.aspx,13607,Jefferson County,(315) 482-5113,7,12,Yes,No,No,No,245,21,11.6,40.40%,2.00%,0.00%,0.00%,0.80%,0.00%,0.80%,96.30%,81.9,82.9,42,-14,5
57,Smithtown High School-West,https://www.schooldigger.com/go/NY/schools/2706000327/school.aspx,Smithtown Central School District,https://www.schooldigger.com/go/NY/district/27060/search.aspx,100 Central Rd,Smithtown,https://www.schooldigger.com/go/NY/city/Smithtown/search.aspx,11787,Suffolk County,(631) 382-2905,9,12,No,No,Yes,No,1573,116.8,13.4,9.70%,1.60%,0.20%,5.80%,9.00%,0.10%,0.40%,82.80%,81.9,78.5,122,65,5
58,Bethpage Senior High School,https://www.schooldigger.com/go/NY/schools/0474000217/school.aspx,Bethpage Union Free School District,https://www.schooldigger.com/go/NY/district/04740/search.aspx,10 Cherry Ave,Bethpage,https://www.schooldigger.com/go/NY/city/Bethpage/search.aspx,11714,Nassau County,(516) 644-4101,9,12,Yes,No,No,No,962,75.3,12.7,18.90%,0.20%,0.10%,14.90%,13.90%,0.00%,1.10%,69.80%,81.9,81.5,59,1,5
59,Delaware Academy High School,https://www.schooldigger.com/go/NY/schools/0891000681/school.aspx,Delaware Academy Central School District At Delhi,https://www.schooldigger.com/go/NY/district/08910/search.aspx,2 Sheldon Dr,Delhi,https://www.schooldigger.com/go/NY/city/Delhi/search.aspx,13753,Delaware County,(607) 746-1281,6,12,Yes,No,No,No,410,35,11.6,36.10%,0.70%,0.50%,0.70%,0.70%,0.20%,2.70%,94.40%,81.8,78.4,127,68,5
60,Irvington High School,https://www.schooldigger.com/go/NY/schools/1545001313/school.aspx,Irvington Union Free School District,https://www.schooldigger.com/go/NY/district/15450/search.aspx,40 N Broadway,Irvington,https://www.schooldigger.com/go/NY/city/Irvington/search.aspx,10533,Westchester County,(914) 591-8648,9,12,Yes,No,No,No,549,49,11.1,10.00%,6.90%,0.50%,10.90%,6.90%,0.00%,4.20%,70.50%,81.8,79,108,48,5
61,Croton-Harmon High School,https://www.schooldigger.com/go/NY/schools/0858000659/school.aspx,Croton-Harmon Union Free School District,https://www.schooldigger.com/go/NY/district/08580/search.aspx,36 Old Post Rd S,Croton On Hudson,https://www.schooldigger.com/go/NY/city/Croton+On+Hudson/search.aspx,10520,Westchester County,(914) 271-2147,9,12,Yes,No,No,No,506,37.8,13.3,12.60%,4.70%,0.20%,5.70%,16.80%,0.20%,1.20%,71.10%,81.8,76.9,157,96,5
62,Niskayuna High School,https://www.schooldigger.com/go/NY/schools/2088002959/school.aspx,Niskayuna Central School District,https://www.schooldigger.com/go/NY/district/20880/search.aspx,1626 Balltown Rd,Schenectady,https://www.schooldigger.com/go/NY/city/Schenectady/search.aspx,12309,Schenectady County,(518) 382-2511,9,12,No,No,No,No,1393,93,14.9,13.50%,5.00%,0.10%,16.80%,3.60%,0.00%,2.70%,71.80%,81.7,82,54,-8,5
63,Great Neck North High School,https://www.schooldigger.com/go/NY/schools/1251001016/school.aspx,Great Neck Union Free School District,https://www.schooldigger.com/go/NY/district/12510/search.aspx,35 Polo Rd,Great Neck,https://www.schooldigger.com/go/NY/city/Great+Neck/search.aspx,11023,Nassau County,(516) 441-4700,9,12,No,No,No,No,1172,105.6,11,18.60%,1.00%,0.00%,18.90%,8.40%,0.20%,1.40%,70.10%,81.7,81.7,56,-7,5
64,Baruch College Campus High School,https://www.schooldigger.com/go/NY/schools/0007702856/school.aspx,New York City Geographic District # 2,https://www.schooldigger.com/go/NY/district/00077/search.aspx,55 E 25th St,New York,https://www.schooldigger.com/go/NY/city/New+York/search.aspx,10010,New York County,(212) 683-7440,9,12,No,No,No,No,476,28,16.9,38.70%,3.60%,0.20%,34.70%,13.20%,0.20%,5.50%,42.60%,81.6,80.1,80,16,5
65,Victor Senior High School,https://www.schooldigger.com/go/NY/schools/2964003996/school.aspx,Victor Central School District,https://www.schooldigger.com/go/NY/district/29640/search.aspx,953 High St,Victor,https://www.schooldigger.com/go/NY/city/Victor/search.aspx,14564,Ontario County,(585) 924-3252,9,12,Yes,No,No,No,1397,95,14.7,19.80%,3.40%,0.40%,3.50%,6.40%,0.10%,2.90%,83.40%,81.6,80.3,78,13,5
66,Herricks High School,https://www.schooldigger.com/go/NY/schools/1428001177/school.aspx,Herricks Union Free School District,https://www.schooldigger.com/go/NY/district/14280/search.aspx,100 Shelter Rock Rd,New Hyde Park,https://www.schooldigger.com/go/NY/city/New+Hyde+Park/search.aspx,11040,Nassau County,(516) 305-8700,9,12,No,No,No,No,1295,98.1,13.1,17.70%,1.00%,0.00%,63.00%,6.60%,0.50%,0.40%,28.60%,81.5,81.5,60,-6,5
67,Williamsville East High School,https://www.schooldigger.com/go/NY/schools/3147004217/school.aspx,Williamsville Central School District,https://www.schooldigger.com/go/NY/district/31470/search.aspx,151 Paradise Rd,East Amherst,https://www.schooldigger.com/go/NY/city/East+Amherst/search.aspx,14051,Erie County,(716) 626-8400,9,12,No,No,No,No,1007,71,14.1,12.80%,1.90%,0.50%,17.40%,2.70%,0.10%,3.80%,73.70%,81.5,82.5,48,-19,5
68,Colton-Pierrepont Central School,https://www.schooldigger.com/go/NY/schools/0810000576/school.aspx,Colton-Pierrepont Central School District,https://www.schooldigger.com/go/NY/district/08100/search.aspx,4921 State Hwy 56,Colton,https://www.schooldigger.com/go/NY/city/Colton/search.aspx,13625,St. Lawrence County,(315) 262-2100,PK,12,Yes,No,No,No,357,35,10.1,36.70%,0.00%,0.00%,0.00%,0.00%,0.30%,0.00%,99.70%,81.4,76.7,164,96,5
69,North Collins Junior-Senior High School,https://www.schooldigger.com/go/NY/schools/2097002978/school.aspx,North Collins Central School District,https://www.schooldigger.com/go/NY/district/20970/search.aspx,2045 School St,North Collins,https://www.schooldigger.com/go/NY/city/North+Collins/search.aspx,14111,Erie County,(716) 337-0101,7,12,Yes,No,No,No,272,22,12.3,39.30%,1.80%,0.70%,0.00%,5.10%,0.00%,0.00%,92.30%,81.3,78.9,110,41,5
70,Ardsley High School,https://www.schooldigger.com/go/NY/schools/0318000080/school.aspx,Ardsley Union Free School District,https://www.schooldigger.com/go/NY/district/03180/search.aspx,300 Farm Rd,Ardsley,https://www.schooldigger.com/go/NY/city/Ardsley/search.aspx,10502,Westchester County,(914) 295-5800,9,12,No,No,No,No,692,61,11.3,7.90%,4.60%,0.00%,17.80%,12.40%,0.30%,0.70%,64.20%,81.2,83.3,36,-34,5
71,Jamesville-Dewitt High School,https://www.schooldigger.com/go/NY/schools/0909000697/school.aspx,Jamesville-Dewitt Central School District,https://www.schooldigger.com/go/NY/district/09090/search.aspx,6845 Edinger Dr,De Witt,https://www.schooldigger.com/go/NY/city/De+Witt/search.aspx,13214,Onondaga County,(315) 445-8340,9,12,No,No,No,No,922,72,12.8,18.80%,6.50%,0.40%,9.10%,3.10%,0.00%,2.60%,78.20%,81.2,76,182,111,5
72,Half Hollow Hills High School East,https://www.schooldigger.com/go/NY/schools/1329001084/school.aspx,Half Hollow Hills Central School District,https://www.schooldigger.com/go/NY/district/13290/search.aspx,50 Vanderbilt Pky,Dix Hills,https://www.schooldigger.com/go/NY/city/Dix+Hills/search.aspx,11746,Suffolk County,(631) 592-3100,9,12,No,No,No,No,1702,122.5,13.8,17.90%,11.20%,0.30%,16.00%,9.60%,0.00%,3.30%,59.50%,81.2,80.5,74,2,5
73,Roslyn High School,https://www.schooldigger.com/go/NY/schools/2505003470/school.aspx,Roslyn Union Free School District,https://www.schooldigger.com/go/NY/district/25050/search.aspx,475 Round Hill Rd,Roslyn Heights,https://www.schooldigger.com/go/NY/city/Roslyn+Heights/search.aspx,11577,Nassau County,(516) 801-5101,9,12,No,No,No,No,1043,82,12.7,13.10%,3.00%,0.00%,18.00%,7.80%,0.20%,0.60%,70.50%,81.1,80.4,77,4,5
74,Yorktown High School,https://www.schooldigger.com/go/NY/schools/3198004284/school.aspx,Yorktown Central School District,https://www.schooldigger.com/go/NY/district/31980/search.aspx,2727 Crompond Rd,Yorktown Heights,https://www.schooldigger.com/go/NY/city/Yorktown+Heights/search.aspx,10598,Westchester County,(914) 243-8000,9,12,Yes,No,No,No,1128,87.6,12.8,11.50%,3.40%,0.10%,6.40%,12.10%,0.10%,2.70%,75.30%,81.1,83.5,35,-39,5
75,Fiorello H. LaGuardia High School of Music & Art a,https://www.schooldigger.com/go/NY/schools/0007804458/school.aspx,New York City Geographic District # 3,https://www.schooldigger.com/go/NY/district/00078/search.aspx,100 Amsterdam Ave,New York,https://www.schooldigger.com/go/NY/city/New+York/search.aspx,10023,New York County,(212) 496-0700,9,12,No,No,No,No,2762,138.6,19.9,28.30%,9.80%,0.30%,19.40%,17.70%,0.10%,7.30%,45.50%,81.1,79.4,93,18,5
76,John Jay High School,https://www.schooldigger.com/go/NY/schools/1608001390/school.aspx,Katonah-Lewisboro Union Free School District,https://www.schooldigger.com/go/NY/district/16080/search.aspx,60 N Salem Rd,Cross River,https://www.schooldigger.com/go/NY/city/Cross+River/search.aspx,10518,Westchester County,(914) 763-7212,9,12,No,No,No,No,1049,83.6,12.5,6.40%,0.20%,0.30%,2.60%,9.30%,0.00%,4.60%,83.00%,80.9,80.8,68,-8,5
77,Burnt Hills-Ballston Lake Senior High School,https://www.schooldigger.com/go/NY/schools/0594000384/school.aspx,Burnt Hills-Ballston Lake Central School District,https://www.schooldigger.com/go/NY/district/05940/search.aspx,88 Lakehill Rd,Burnt Hills,https://www.schooldigger.com/go/NY/city/Burnt+Hills/search.aspx,12027,Saratoga County,(518) 399-9141,9,12,No,No,No,No,1047,79.7,13.1,16.80%,1.20%,0.00%,2.10%,1.40%,0.10%,1.60%,93.50%,80.8,80.7,69,-8,5
78,Massapequa High School,https://www.schooldigger.com/go/NY/schools/1863001688/school.aspx,Massapequa Union Free School District,https://www.schooldigger.com/go/NY/district/18630/search.aspx,4925 Merrick Rd,Massapequa,https://www.schooldigger.com/go/NY/city/Massapequa/search.aspx,11758,Nassau County,(516) 308-5901,10,12,No,No,No,No,1657,142.3,11.6,10.50%,0.40%,0.10%,1.20%,4.90%,0.00%,0.40%,92.90%,80.7,79.9,86,8,5
79,Alden Senior High School,https://www.schooldigger.com/go/NY/schools/0255000039/school.aspx,Alden Central School District,https://www.schooldigger.com/go/NY/district/02550/search.aspx,13190 Park St,Alden,https://www.schooldigger.com/go/NY/city/Alden/search.aspx,14004,Erie County,(716) 937-9116,9,12,No,No,No,No,511,35.7,14.2,28.60%,1.40%,0.20%,0.80%,0.40%,0.00%,0.20%,97.10%,80.7,79.3,100,21,5
80,Amherst Central High School,https://www.schooldigger.com/go/NY/schools/0292000061/school.aspx,Amherst Central School District,https://www.schooldigger.com/go/NY/district/02920/search.aspx,4301 Main St,Amherst,https://www.schooldigger.com/go/NY/city/Amherst/search.aspx,14226,Erie County,(716) 362-8100,9,12,No,No,No,No,861,75.5,11.3,24.20%,15.30%,0.10%,6.60%,6.60%,0.00%,3.40%,67.90%,80.7,78.8,113,33,5
81,W Tresper Clarke High School,https://www.schooldigger.com/go/NY/schools/0984000761/school.aspx,East Meadow Union Free School District,https://www.schooldigger.com/go/NY/district/09840/search.aspx,740 Edgewood Dr,Westbury,https://www.schooldigger.com/go/NY/city/Westbury/search.aspx,11590,Nassau County,(516) 876-7451,9,12,No,No,No,No,763,54.5,14,24.00%,3.50%,0.00%,24.80%,18.70%,0.10%,0.10%,52.70%,80.7,78.7,114,33,5
82,Half Hollow Hills High School West,https://www.schooldigger.com/go/NY/schools/1329001085/school.aspx,Half Hollow Hills Central School District,https://www.schooldigger.com/go/NY/district/13290/search.aspx,375 Wolf Hill Rd,Dix Hills,https://www.schooldigger.com/go/NY/city/Dix+Hills/search.aspx,11746,Suffolk County,(631) 592-3200,9,12,Yes,No,No,No,1233,103.9,11.8,19.50%,12.70%,0.60%,17.10%,9.40%,0.00%,2.90%,57.30%,80.7,78.1,135,53,5
83,Pelham Memorial High School,https://www.schooldigger.com/go/NY/schools/2268003188/school.aspx,Pelham Union Free School District,https://www.schooldigger.com/go/NY/district/22680/search.aspx,575 Colonial Ave,Pelham,https://www.schooldigger.com/go/NY/city/Pelham/search.aspx,10803,Westchester County,(914) 738-8110,9,12,Yes,No,No,No,909,58,15.6,10.60%,4.80%,0.10%,5.40%,16.80%,0.20%,5.70%,66.90%,80.6,80.7,70,-13,5
84,Windham Ashland Central School,https://www.schooldigger.com/go/NY/schools/3159004225/school.aspx,Windham-Ashland-Jewett Central School District,https://www.schooldigger.com/go/NY/district/31590/search.aspx,5411 State Rt 23,Windham,https://www.schooldigger.com/go/NY/city/Windham/search.aspx,12496,Greene County,(518) 734-3400,KG,12,Yes,No,No,No,311,34.5,9,40.20%,0.60%,0.00%,2.60%,8.00%,0.30%,3.50%,84.90%,80.6,76.4,168,84,5
85,Pleasantville High School,https://www.schooldigger.com/go/NY/schools/2331003265/school.aspx,Pleasantville Union Free School District,https://www.schooldigger.com/go/NY/district/23310/search.aspx,60 Romer Ave,Pleasantville,https://www.schooldigger.com/go/NY/city/Pleasantville/search.aspx,10570,Westchester County,(914) 741-1420,9,12,No,No,No,No,581,49.5,11.7,15.70%,1.70%,0.20%,6.00%,8.30%,0.00%,1.40%,82.40%,80.5,82.4,50,-35,5
86,Fabius-Pompey Middle School High School,https://www.schooldigger.com/go/NY/schools/1086004440/school.aspx,Fabius-Pompey Central School District,https://www.schooldigger.com/go/NY/district/10860/search.aspx,1211 Mill St,Fabius,https://www.schooldigger.com/go/NY/city/Fabius/search.aspx,13063,Onondaga County,(315) 683-5811,6,12,Yes,No,No,No,339,42.5,7.9,30.70%,1.20%,0.00%,1.20%,2.90%,0.60%,0.60%,93.50%,80.5,78.6,116,30,5
87,Scholars' Academy,https://www.schooldigger.com/go/NY/schools/0012305831/school.aspx,New York City Geographic District #27,https://www.schooldigger.com/go/NY/district/00123/search.aspx,320 Beach 104th St,Rockaway Park,https://www.schooldigger.com/go/NY/city/Rockaway+Park/search.aspx,11694,Queens County,(718) 474-6918,6,12,No,No,No,No,1348,70.9,18.9,47.10%,17.20%,1.40%,18.70%,19.60%,0.60%,0.70%,41.80%,80.4,79.3,99,12,5
88,John F Kennedy High School,https://www.schooldigger.com/go/NY/schools/1902001724/school.aspx,Bellmore-Merrick Central High School District,https://www.schooldigger.com/go/NY/district/19020/search.aspx,3000 Bellmore Ave,Bellmore,https://www.schooldigger.com/go/NY/city/Bellmore/search.aspx,11710,Nassau County,(516) 992-1400,9,12,No,No,No,No,1040,78.5,13.2,9.90%,1.70%,0.20%,5.70%,8.20%,0.10%,0.40%,83.80%,80.3,80.6,72,-16,5
89,Brighton High School,https://www.schooldigger.com/go/NY/schools/0546000272/school.aspx,Brighton Central School District,https://www.schooldigger.com/go/NY/district/05460/search.aspx,1150 Winton Rd S,Rochester,https://www.schooldigger.com/go/NY/city/Rochester/search.aspx,14618,Monroe County,(585) 242-5000,9,12,No,No,No,No,1172,99.6,11.7,20.00%,8.90%,0.20%,10.10%,5.10%,0.00%,4.60%,71.20%,80.3,78.9,111,22,5
90,Walter Panas High School,https://www.schooldigger.com/go/NY/schools/1662001479/school.aspx,Lakeland Central School District,https://www.schooldigger.com/go/NY/district/16620/search.aspx,300 Croton Ave,Cortlandt Manor,https://www.schooldigger.com/go/NY/city/Cortlandt+Manor/search.aspx,10567,Westchester County,(914) 739-2823,9,12,Yes,No,No,No,916,64.6,14.1,24.60%,7.90%,0.00%,4.50%,22.20%,0.00%,0.80%,64.70%,80.3,78.5,123,33,5
91,Warsaw Senior High School,https://www.schooldigger.com/go/NY/schools/2994004030/school.aspx,Warsaw Central School District,https://www.schooldigger.com/go/NY/district/29940/search.aspx,81 W Court St,Warsaw,https://www.schooldigger.com/go/NY/city/Warsaw/search.aspx,14569,Wyoming County,(585) 786-8000,9,12,No,No,No,No,476,48,9.9,44.50%,0.60%,0.00%,1.70%,1.70%,0.00%,2.70%,93.30%,80.2,65.3,411,320,5
92,Commack High School,https://www.schooldigger.com/go/NY/schools/0813000580/school.aspx,Commack Union Free School District,https://www.schooldigger.com/go/NY/district/08130/search.aspx,1 Scholar Ln,Commack,https://www.schooldigger.com/go/NY/city/Commack/search.aspx,11725,Suffolk County,(631) 912-2109,9,12,Yes,No,No,No,2187,167.3,13,12.30%,1.30%,0.00%,8.60%,6.30%,0.10%,1.80%,81.80%,80.2,78.2,133,41,5
93,Clayton A Bouton High School,https://www.schooldigger.com/go/NY/schools/2967003997/school.aspx,Voorheesville Central School District,https://www.schooldigger.com/go/NY/district/29670/search.aspx,432 New Salem Rd,Voorheesville,https://www.schooldigger.com/go/NY/city/Voorheesville/search.aspx,12186,Albany County,(518) 765-3314,9,12,No,No,No,No,360,27,13.3,7.20%,0.60%,0.60%,3.10%,1.70%,0.60%,0.80%,92.80%,80.1,78.6,119,26,5
94,Wantagh Senior High School,https://www.schooldigger.com/go/NY/schools/2985004011/school.aspx,Wantagh Union Free School District,https://www.schooldigger.com/go/NY/district/29850/search.aspx,3297 Beltagh Ave,Wantagh,https://www.schooldigger.com/go/NY/city/Wantagh/search.aspx,11793,Nassau County,(516) 679-6401,9,12,No,No,No,No,881,67.5,13,6.70%,0.20%,0.00%,3.00%,6.50%,0.00%,0.90%,89.40%,80.1,81.3,61,-33,5
95,Lansing High School,https://www.schooldigger.com/go/NY/schools/1671001490/school.aspx,Lansing Central School District,https://www.schooldigger.com/go/NY/district/16710/search.aspx,300 Ridge Rd,Lansing,https://www.schooldigger.com/go/NY/city/Lansing/search.aspx,14882,Tompkins County,(607) 533-3020,9,12,No,No,No,No,329,33,9.9,22.20%,1.80%,0.60%,6.70%,2.70%,0.00%,3.00%,85.10%,80.1,79.3,98,3,5
96,West Islip Senior High School,https://www.schooldigger.com/go/NY/schools/3069004135/school.aspx,West Islip Union Free School District,https://www.schooldigger.com/go/NY/district/30690/search.aspx,1 Lion's Path,West Islip,https://www.schooldigger.com/go/NY/city/West+Islip/search.aspx,11795,Suffolk County,(631) 504-5800,9,12,No,No,No,No,1420,119.4,11.8,14.70%,0.00%,0.00%,1.80%,11.10%,0.00%,1.50%,85.50%,80.1,79.6,89,-7,5
97,Earl L Vandermeulen High School,https://www.schooldigger.com/go/NY/schools/2349003280/school.aspx,Port Jefferson Union Free School District,https://www.schooldigger.com/go/NY/district/23490/search.aspx,350 Old Post Rd,Port Jefferson,https://www.schooldigger.com/go/NY/city/Port+Jefferson/search.aspx,11777,Suffolk County,(631) 791-4421,9,12,No,No,No,No,381,27.7,13.7,6.60%,0.30%,0.30%,5.80%,7.30%,0.00%,4.20%,82.20%,80,79.3,96,-1,5
98,Dobbs Ferry High School,https://www.schooldigger.com/go/NY/schools/0912000702/school.aspx,Dobbs Ferry Union Free School District,https://www.schooldigger.com/go/NY/district/09120/search.aspx,505 Broadway,Dobbs Ferry,https://www.schooldigger.com/go/NY/city/Dobbs+Ferry/search.aspx,10522,Westchester County,(914) 693-7645,9,12,No,No,No,No,468,33.8,13.8,14.70%,4.50%,0.00%,6.20%,18.80%,0.00%,4.90%,65.60%,79.9,78.3,129,31,5
99,Baccalaureate School For Global Education,https://www.schooldigger.com/go/NY/schools/0010205735/school.aspx,New York City Geographic District #30,https://www.schooldigger.com/go/NY/district/00102/search.aspx,34-12 36th Ave,Long Island City,https://www.schooldigger.com/go/NY/city/Long+Island+City/search.aspx,11106,Queens County,(718) 361-5275,7,12,No,No,No,No,536,29.8,17.9,35.60%,3.90%,0.60%,46.10%,18.80%,0.40%,3.40%,26.90%,79.9,85.6,14,-85,5
100,Smithtown High School East,https://www.schooldigger.com/go/NY/schools/2706005839/school.aspx,Smithtown Central School District,https://www.schooldigger.com/go/NY/district/27060/search.aspx,10 School St,Saint James,https://www.schooldigger.com/go/NY/city/Saint+James/search.aspx,11780,Suffolk County,(631) 382-2705,9,12,No,No,No,No,1577,111.4,14.1,7.00%,0.80%,0.30%,4.40%,5.80%,0.00%,0.90%,87.90%,79.9,76,181,81,5
101,Somers Senior High School,https://www.schooldigger.com/go/NY/schools/2718003703/school.aspx,Somers Central School District,https://www.schooldigger.com/go/NY/district/27180/search.aspx,120 Primrose St,Lincolndale,https://www.schooldigger.com/go/NY/city/Lincolndale/search.aspx,10540,Westchester County,(914) 248-8585,9,12,No,No,No,No,1086,89.2,12.1,9.90%,1.40%,0.00%,4.00%,7.30%,0.00%,0.60%,86.70%,79.9,79.7,87,-14,5
